Cod;titulo;autor;editora;valor;publicacao;edicao;idioma
5374;Caminhos da realizaçào;32;33;296.62;12/08/2007;2;portugues
5375;Psicologia do testemunho ;35;33;289.46;08/02/2011;2;portugues
5376;Politician's dilemma;47;33;2.87;07/11/2015;4;portugues
5377;Notâcias do Piauhy ;31;33;375.8;12/07/2011;4;portugues
5378;Sigmund Freud e o gabinete do Dr. Lacan ;48;33;473.9;04/07/2006;3;portugues
5379;Na cauda da pipa ;46;33;280.45;28/08/2002;4;portugues
5380;Estratégia da decepçào ;50;33;201.08;05/12/2000;3;portugues
5381;Prometeu desacorrentado;71;33;62.79;17/01/2005;2;portugues
5382;Retratos de uma guerra;14;33;58.94;27/09/2018;4;portugues
5383;Introduction to analog and digital communications ;34;33;80.51;14/08/2010;4;portugues
5384;O mecanismo de desenvolvimento limpo no Brasil;17;33;6.22;08/08/2011;5;portugues
5385;Handbook of microwave and optical components ;18;33;283.79;03/05/2018;3;portugues
5386;Gestào da imagem de organizações, marcas e produtos;31;33;301.01;26/06/2006;3;portugues
5387;Casos clânicos em pediatria ;48;33;332.57;12/06/2013;3;portugues
5388;A conservation assessment of the terrestrial ecoregions of Latin America and the Caribbean ;50;33;421.27;26/08/2017;5;portugues
5389;Princâpios e práticas da ciência do solo;18;33;263.62;13/11/2002;4;portugues
5390;Aproveitamento do leite e elaboraçào de seus derivados na propriedade rural ;68;33;247.99;18/03/2006;5;portugues
5391;Resposta certa ;37;33;388.73;17/07/2013;1;portugues
5392;Writings on music, 1965-2000 ;70;33;103.63;26/01/2015;3;portugues
5393;Sentidos da geografia escolar ;30;33;423.82;21/04/2002;5;portugues
5394;La responsabilite de l'artiste ;69;33;481.01;19/11/2002;3;portugues
5395;Thermal delight in architecture ;45;33;388.79;15/03/2001;3;portugues
5396;Experiências étnico-culturais para a formaçào de professores ;16;33;455.44;27/10/2004;1;portugues
5397;Prêmio Odebrecht para o desenvolvimento sustentável:;8;33;162.2;02/12/2013;2;portugues
5398;Arquitetura & urbanismo:;4;33;58.61;29/06/2010;5;portugues
5399;A falácia genética;1;33;217.81;03/03/2017;1;portugues
5400;O bom médico ;50;33;415.83;16/02/2000;3;portugues
5401;Origem, retratos de famâlia no Brasil ;51;33;428.07;19/05/2017;5;portugues
5402;Gigantes da fisica;27;33;4.31;24/02/2000;5;portugues
5403;Cartas do meu moinho ;41;33;19.67;02/07/2008;4;portugues
5404;Resumo de direito do trabalho ;33;33;168.82;03/09/2012;4;portugues
5405;De pernas pro ar;22;33;261.49;22/09/2006;4;portugues
5406;Análise da precipitaçào no semi-árido potiguar;38;33;242.01;15/04/2003;4;portugues
5407;Lecturas de las fotografias aereas ;4;33;68.5;09/01/2009;1;portugues
5408;Chapadào do bugre ;31;33;259.96;13/01/2014;4;portugues
5409;Turismo, territírio e conflitos imobiliários ;7;33;58.51;17/12/2012;2;portugues
5410;Natal também civiliza-se;12;33;49.17;06/05/2018;5;portugues
5411;A màe d'água, o diabo e o violeiro ;14;33;189.57;22/09/2013;2;portugues
5412;Espaço, tempo e medicina ;36;33;315.5;05/04/2007;2;portugues
5413;Fábricas e tendas de ferro em dinâmicas escravistas,;24;33;478.95;17/08/2006;3;portugues
5414;Interdisciplinaridade em ciências ambientais ;25;33;152.0;11/11/2009;3;portugues
5415;Pedagogia e terapia em eutonia;3;33;365.12;25/01/2011;5;portugues
5416;Fundamentos de astronomia ;36;33;300.27;04/05/2010;3;portugues
5417;O teatro da morte e da vida;15;33;237.95;15/07/2005;1;portugues
5418;Avanços em periodontia e implantodontia;42;33;205.71;27/01/2013;2;portugues
5419;O magico desinventor ;57;33;422.22;22/02/2004;3;portugues
5420;El Muro ;63;33;484.19;14/07/2016;5;portugues
5421;La méthode de réflexion chez Maine de Biran ;53;33;52.07;11/10/2011;3;portugues
5422;Vivendo do mar;53;33;437.2;09/03/2017;5;portugues
5423;Trama doce-amarga;24;33;421.37;02/07/2016;1;portugues
5424;A escrita;42;33;126.01;04/10/2008;5;portugues
5425;Direito civil brasileiro ;5;33;268.05;10/05/2011;3;portugues
5426;Manual de bioética ;71;33;250.06;03/06/2008;2;portugues
5427;Parque das Dunas ;65;33;221.61;29/09/2008;2;portugues
5428;Método lígico para redaçào cientâfica ;24;33;223.19;04/01/2015;4;portugues
5429;Constantin Leontieff;2;33;474.68;07/01/2009;5;portugues
5430;Ambientes de sedimentaçào siliciclástica do Brasil ;51;33;454.58;21/08/2012;1;portugues
5431;Desafios;6;33;177.01;04/10/2009;2;portugues
5432;No tempo dos faraos ;32;33;19.68;21/11/2001;2;portugues
5433;Gestào hâbrida em cooperativa de crédito;7;33;197.25;17/10/2006;1;portugues
5434;Curso prático de advocacia;21;33;149.28;01/07/2007;1;portugues
5435;Approches de Dieu ;64;33;451.78;21/09/2003;2;portugues
5436;Iterative solution of nonlinear equations in several variables ;36;33;142.64;01/02/2001;5;portugues
5437;Identificaçào dos princâpios ativos presentes no extrato etanílico do Cereus jamacaru e avaliaçào em ratos dos possâveis efeitos tíxicos eou comportamentais da exposiçào prolongada;35;33;394.04;20/03/2011;4;portugues
5438;Fatores determinantes da decisào sobre a prática da cesariana em Natal-RN;35;33;79.65;19/03/2012;2;portugues
5439;Diagnístico e tratamento dos problemas de aprendizagem ;30;33;72.22;28/07/2009;1;portugues
5440;Hansenâase;51;33;155.36;13/01/2010;3;portugues
5441;Psicologia da criança ;55;33;210.81;17/04/2003;5;portugues
5442;ABC em libras ;70;33;39.18;22/06/2008;3;portugues
5443;Pís-histíria;67;33;513.5;11/05/2014;2;portugues
5444;Minhas escolas;29;33;130.24;08/10/2016;4;portugues
5445;Uso de la gramática espaà±ola;50;33;482.38;03/07/2006;3;portugues
5446;A supremacia dos mercados e a polâtica econômica do governo Lula ;28;33;245.59;21/03/2014;5;portugues
5447;Design brasileiro;22;33;10.84;24/03/2014;1;portugues
5448;Viagem pela arte brasileira;5;33;433.67;21/01/2000;3;portugues
5449;Interferindo com oscilações de alta frequência no hipocampo epiléptico;19;33;474.44;24/03/2003;2;portugues
5450;Atravessando lânguas e linguagens;30;33;450.85;07/01/2016;1;portugues
5451;Direito do Estado;20;33;475.38;20/03/2004;1;portugues
5452;Teresa filísofa  ;17;33;417.84;01/04/2012;2;portugues
5453;The visualization toolkit ;44;33;493.23;21/12/1999;1;portugues
5454;"Cídigo penal ; Constituiçào Federal e legislaçào complementar";47;33;394.04;11/05/2001;2;portugues
5455;Demonstrações contábeis públicas;66;33;226.32;23/11/2008;2;portugues
5456;O menino mais feio do mundo ;1;33;39.43;02/12/2011;4;portugues
5457;Towards a philosophy of real mathematics ;68;33;381.01;05/11/2000;3;portugues
5458;Cultura viva. -;64;33;338.49;11/08/2005;3;portugues
5459;Cabeça a cabeça;42;33;124.72;18/05/2009;4;portugues
5460;Contato;29;33;309.46;10/03/2003;2;portugues
5461;Que confusào! ;16;33;26.45;27/02/2007;5;portugues
5462;The great silence;59;33;94.69;08/10/2008;1;portugues
5463;O garoto do convés ;71;33;235.24;07/05/2011;4;portugues
5464;Narrativas de formaçào de professores dos anos iniciais do ensino fundamental;68;33;358.36;16/02/2005;3;portugues
5465;Presença de Frei Damiào na literatura de cordel (antologia) ;41;33;61.9;23/11/2000;2;portugues
5466;Construindo web sites para leigos ;2;33;507.54;02/01/2003;2;portugues
5467;Dicionário de histíria tributária do Brasil ;52;33;399.17;06/08/2004;3;portugues
5468;A concepçào estrutural e a arquitetura ;74;33;306.7;27/12/1999;1;portugues
5469;Implementation patterns ;74;33;204.99;18/02/2000;4;portugues
5470;Sonetos;57;33;316.24;27/10/2004;5;portugues
5471;Praça;10;33;4.69;31/12/2005;2;portugues
5472;Knowledge and human interests ;57;33;384.87;15/12/2010;5;portugues
5473;Nos subúrbios do desejo;3;36;323.94;29/10/2018;1;portugues
5474;Linguagem, tecnologia e educaçào ;51;36;11.67;09/12/2017;1;portugues
5475;Estudo programado de violào ;55;36;81.4;02/01/2008;2;portugues
5476;Uma histíria de Deus;17;36;505.93;09/04/2015;1;portugues
5477;Locus de controle e a efetividade empresarial em microempresários do Estado do Rio Grande do Norte;41;36;342.21;29/04/2006;2;portugues
5478;Picasso's vollard suite ;47;36;104.02;15/12/2016;5;portugues
5479;Como ler livros;16;36;173.34;29/12/2017;2;portugues
5480;De Rousseau a Gramsci;1;36;170.07;15/11/2006;1;portugues
5481;Iconographia dos signaes dos surdos-mudos ;72;36;177.77;04/10/2003;5;portugues
5482;Pequenos negícios;27;36;489.82;13/08/2006;2;portugues
5483;PHP;3;36;505.18;19/02/2004;5;portugues
5484;Simulacros e simulaçào ;34;36;217.61;19/02/2005;2;portugues
5485;O trágico em Lavoura Arcaica;45;36;505.05;22/01/2018;2;portugues
5486;Lugares, pessoas e grupos;26;36;423.42;12/09/2017;5;portugues
5487;A missào artistica francesa de 1816 ;9;36;4.52;09/10/2005;3;portugues
5488;Os gregos e nís;3;36;468.71;08/12/2010;2;portugues
5489;Nís, sís;48;36;30.96;14/08/2011;4;portugues
5490;Classical and nonclassical logics;37;36;161.44;16/10/2017;2;portugues
5491;Trem-fantasma;44;36;447.09;28/03/2008;2;portugues
5492;Contribuiçào ao estudo do grupo barreiras no Rio Grande do Norte ;29;36;146.6;01/12/2013;3;portugues
5493;Catálogo dos 854 titulos da batalha da cultura ;37;36;56.56;24/09/2017;5;portugues
5494;Psicoterapia dinâmica breve;51;36;258.36;07/07/2010;4;portugues
5495;A enfermagem da Universidade Federal de Santa Catarina;16;36;475.67;23/07/2000;1;portugues
5496;Curso de direito comercial, v.3;34;36;23.24;02/04/2002;2;portugues
5497;Auguste Rodin:;43;36;64.08;29/06/2001;2;portugues
5498;Subdesenvolvimento e desenvolvimento ;20;36;374.56;08/06/2003;5;portugues
5499;Proyectos para la vida al aire libre;4;36;279.08;16/05/2008;1;portugues
5500;Evidence-based practice in audiology;7;36;511.29;12/03/2006;2;portugues
5501;A descoberta da tumba de Tutankhamon ;67;36;180.78;07/12/2017;2;portugues
5502;Cases on global e-learning practices;64;36;353.06;24/01/2003;1;portugues
5503;Viva bem com a coluna que você tem;7;36;60.14;18/03/2013;1;portugues
5504;O slogan ;61;36;334.24;24/01/2004;5;portugues
5505;Travessia do silêncio, testemunho e reparaçào ;36;36;263.95;25/11/2016;5;portugues
5506;El uso linguistico ;49;36;142.51;05/11/2010;2;portugues
5507;Prática contra os abusos dos bancos;13;36;514.68;25/05/2010;2;portugues
5508;Segredos em cirurgia;70;36;468.45;19/04/2005;5;portugues
5509;Turismo, sustentabilidade e meio ambiente;13;36;139.57;03/02/2003;2;portugues
5510;Inovaçào e meio ambiente;18;36;67.29;26/10/2000;2;portugues
5511;Novo cídigo de processo civil anotado ;71;36;355.66;11/02/2008;4;portugues
5512;Perdido e nào perdido, achado e nào achado;13;36;284.1;16/10/2014;3;portugues
5513;Como cair fora de uma relaçào insatisfatíria- sem se machucar ;38;36;131.44;26/10/2004;5;portugues
5514;La volonté de puissance  ;35;36;274.9;31/03/2014;4;portugues
5515;A construçào antropolígica do terceiro milênio;31;36;83.12;13/12/2007;2;portugues
5516;Semiologia em reabilitaçào ;18;36;14.35;31/12/2010;5;portugues
5517;Terrenos de Marinha;52;36;267.05;17/08/2009;5;portugues
5518;Orgào Arp Schnitger ;73;36;128.27;21/05/2013;4;portugues
5519;Edino Krieger;48;36;48.18;23/06/2008;3;portugues
5520;O Leitor universitário e a construçào das práticas de ler e escrever textos impressos e digitais;48;36;427.48;30/12/2014;3;portugues
5521;Trauma, amor e fantasia;10;36;516.67;31/07/2007;5;portugues
5522;Classificaçào Decimal Universal-CDU;11;36;386.03;25/02/2013;2;portugues
5523;Programaçào neurolinguâstica para leigos ;35;36;252.54;30/11/2017;4;portugues
5524;Femina em debate;60;36;338.64;11/10/2002;2;portugues
5525;O livro das ignoràças ;63;36;203.17;26/10/2010;5;portugues
5526;Egressos do cativeiro;34;36;216.79;03/11/2004;3;portugues
5527;Staging the screen;73;36;294.23;29/08/2001;5;portugues
5528;Contabilidade imobiliária;32;36;319.06;13/05/2003;2;portugues
5529;A questào social e o catholicismo;55;36;489.77;31/10/2008;5;portugues
5530;Cem anos de imprensa no Amazonas,;35;36;459.69;07/02/2018;3;portugues
5531;Anatomia para o cirurgiào dentista ;45;36;189.01;05/06/2018;1;portugues
5532;Desconstruçào das práticas punitivas ;4;36;89.97;09/03/2005;1;portugues
5533;Modo de ler ;18;36;499.68;14/02/2017;3;portugues
5534;Desenvolvimento de substrato cerâmico BiNbO4 para antenas de microfita de sistemas de comunicações sem fio;43;36;97.88;14/01/2015;3;portugues
5535;Práticas clientelistas e dádivas como estratégias de hegemonia polâtica;45;36;366.44;14/05/2005;3;portugues
5536;Distribuiçào regional da ventilaçào pulmonar em indivâduos com insuficiência cardâaca crônica apís serem submetidos a um programa de treinamento da musculatura inspiratíria e sua correlaçào com dados funcionais;3;36;465.91;15/11/2011;1;portugues
5537;Sistemas de espaços livres:;47;36;375.76;09/03/2005;3;portugues
5538;Anais [do] 7. Seminário Brasileiro sobre Homeopatia na Agropecuária Orgânica,06 a 07 de agosto de 2005, Campos de Goytacazes - RJ ;73;36;323.42;16/08/2015;5;portugues
5539;Things fall apart ;31;36;50.68;22/12/2013;5;portugues
5540;Em defesa do socialismo cientâfico ;15;36;10.49;25/05/2009;3;portugues
5541;José Emâdio Rodrigues Galhardo;50;36;11.02;28/08/2016;3;portugues
5542;Bancos diversos para um Brasil diverso;18;36;335.5;18/02/2009;4;portugues
5543;A morte da famâlia ;43;36;3.99;28/11/2012;3;portugues
5544;A arquitetura do engano;58;36;144.65;29/12/2017;2;portugues
5545;Alex Flemming;62;36;504.78;28/10/2011;5;portugues
5546;Imunoquâmica ;42;36;14.74;02/07/2010;1;portugues
5547;Sociologia geral ;20;36;498.39;30/07/2018;1;portugues
5548;...Aâ eu era Antônio Brasil;70;36;40.9;31/07/2007;4;portugues
5549;A Famâlia do Tesouro;66;36;128.39;09/02/2008;1;portugues
5550;"O capote ;";56;36;242.83;01/01/2017;1;portugues
5551;Pequeno manual de corpos e danças ;11;36;230.19;08/10/2003;4;portugues
5552;Avaliaçào da incontinência urinária de esforço em mulheres na pís-menopausa com e sem queixa de perda urinária através da aplicaçào do PAD-TEST de 1 hora;62;36;118.5;30/07/2006;3;portugues
5553;Contabilidade de instituições financeiras ;60;36;201.63;27/12/2008;3;portugues
5554;Ancient Egyptian materials and technology ;46;36;393.91;04/09/2000;3;portugues
5555;Penseés ;51;36;445.86;22/11/2013;4;portugues
5556;Abuso do direito sindical ;65;36;95.18;20/05/2013;5;portugues
5557;Estudo teírico aplicado ao petríleo;45;36;164.65;20/11/2003;5;portugues
5558;Terra potiguar;44;36;500.2;08/10/2017;2;portugues
5559;Da representaçào social do ser professor da EJA à  descoberta de seu aluno como referente;61;36;457.13;19/08/2000;1;portugues
5560;Um primeiro curso em elementos finitos ;67;36;22.89;16/02/2009;3;portugues
5561;Vivendo no fim dos tempos ;46;36;406.01;04/08/2017;5;portugues
5562;Henri de Toulouse-Lautrec (1864-1901) ;56;36;391.54;18/08/2008;3;portugues
5563;Discutindo a assistência social no Brasil;40;36;205.0;24/12/2011;4;portugues
5564;Pesca de aguas interiores ;4;36;194.68;08/03/2005;3;portugues
5565;Estudos de mulher;17;36;346.99;08/11/2005;3;portugues
5566;Sintaxe de pronomes ;3;36;485.31;17/03/2008;5;portugues
5567;Teatro de Arena;24;36;300.97;11/10/2000;1;portugues
5568;Comunicaçào escolar;19;36;85.46;12/03/2017;5;portugues
5569;Los libros del conquistador ;35;36;263.94;03/05/2016;1;portugues
5570;Dicionário completo italiano-português (brasileiro) e português (brasileiro)-italiano ;23;36;49.33;18/02/2008;3;portugues
5571;Mining geostatistics ;1;36;212.23;11/05/2018;5;portugues
5572;Encruzilhadas do olhar;34;36;290.09;09/10/2010;3;portugues
5573;Inventário do corpo;74;36;309.55;26/09/2018;2;portugues
5574;O valor turâstico na economia da sustentabilidade ;16;36;156.25;07/02/2002;3;portugues
5575;A arte do efêmero;67;36;493.48;26/07/2017;3;portugues
5576;Delivering development;19;36;390.13;20/05/2018;5;portugues
5577;Os filhos evangélicos no novo caldeirào do diabo;22;36;421.1;28/01/2015;3;portugues
5578;I Consenso Brasileiro [de] Induçào de Ovulaçào em Reproduçào Assistida ;17;36;212.93;14/06/2011;4;portugues
5579;Tipografia comparada;33;36;2.44;16/02/2005;4;portugues
5580;Pobreza e cidadania ;62;36;197.53;31/05/2011;5;portugues
5581;Manual de introduçào ao estudo do direito;69;36;85.11;08/01/2018;4;portugues
5582;Programa estratégico de desenvolvimento, 1968-1970 zoneamento agricola e pecuario do Brasil. -;39;36;216.86;11/12/2008;2;portugues
5583;Menina bonita do laço de fita;17;36;20.55;18/10/2008;3;portugues
5584;Minha irmà é diferente ;5;36;380.5;09/12/2009;1;portugues
5585;Goya;26;36;133.75;12/11/2013;3;portugues
5586;Regime jurâdico dos servidores públicos civis;69;36;5.81;23/09/2013;2;portugues
5587;O ano de viver perigosamente ;59;36;499.66;05/02/2010;3;portugues
5588;Saúde da Famâlia;53;36;163.14;02/10/2010;1;portugues
5589;Polâticas educacionais, tecnologias e formaçào do educador;51;36;431.79;15/09/2016;1;portugues
5590;O ensino de ciências no primeiro grau ;2;36;468.09;27/07/2010;3;portugues
5591;Sobre o budismo e a paz de espârito ;6;36;501.37;29/08/2007;1;portugues
5592;Mercados, redes e valores;37;36;151.42;20/01/2000;1;portugues
5593;Eu me alimento ;31;36;426.56;01/03/2002;5;portugues
5594;Banco do Brasil;2;36;144.19;03/04/2012;5;portugues
5595;Teoria crâtica e resistência em educaçào;37;36;374.7;11/02/2016;3;portugues
5596;Soluçào para farmacodependentes;27;36;67.52;14/02/2008;3;portugues
5597;Concentraçào da posse da terra e o Programa Nacional de Crédito Fundiário;37;36;74.33;06/04/2014;4;portugues
5598;Maneiristas e barrocos ;14;36;302.92;17/01/2012;1;portugues
5599;Estômago;11;36;310.75;06/05/2008;5;portugues
5600;Meninas boazinhas vào para o ceu, as más vào a luta ;15;36;48.34;20/07/2002;1;portugues
5601;Introduçào à  fâsica nuclear ;37;36;231.19;08/12/2004;2;portugues
5602;Mudando comportamentos no trabalho;34;36;129.62;27/08/2001;4;portugues
5603;Correçào monetária ;14;36;300.96;12/04/2012;5;portugues
5604;As senhoritas de Nova York;69;36;349.14;13/01/2008;5;portugues
5605;A página violada;34;36;398.79;17/09/2009;1;portugues
5606;A crâtica do positivismo e o futuro da filosofia ;6;36;32.59;06/03/2017;2;portugues
